Boro;Offense;Law Cat;Latitude;Longitude
BROOKLYN;ASSAULT;MISDEMEANOR;40.6648658;-73.92024709
QUEENS;ASSAULT;VIOLATION;40.608690186;-73.757287493
MANHATTAN;ASSAULT;FELONY;40.760546364;-73.958355982
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.768918887;-73.984990302
QUEENS;ASSAULT;MISDEMEANOR;40.705446781;-73.74831866
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.674724111;-73.970158543
BRONX;ASSAULT;FELONY;40.833501587;-73.89742325
BRONX;THEFT&FRAUD;FELONY;40.822991576;-73.89687219
MANHATTAN;ASSAULT;VIOLATION;40.808288015;-73.950736627
BROOKLYN;THEFT&FRAUD;FELONY;40.598790838;-73.956868827
BROOKLYN;ASSAULT;MISDEMEANOR;40.675411501;-73.87191498
BROOKLYN;HEALTH&DRUGS;FELONY;40.625725016;-73.99104938
BRONX;THEFT&FRAUD;FELONY;40.862763361;-73.901080165
BRONX;WEAPONS;FELONY;40.805568769;-73.9144977
MANHATTAN;ASSAULT;MISDEMEANOR;40.701488814;-74.012544968
QUEENS;ASSAULT;MISDEMEANOR;40.737301962;-73.863611987
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.651698159;-73.868446756
BROOKLYN;OTHER;FELONY;40.67200915;-73.959885679
BRONX;ASSAULT;FELONY;40.791151867;-73.884371919
MANHATTAN;ASSAULT;VIOLATION;40.776876471;-73.955410338
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.747357003;-73.747225591
QUEENS;ASSAULT;VIOLATION;40.765741741;-73.827778467
BRONX;THEFT&FRAUD;MISDEMEANOR;40.871481282;-73.868807418
STATEN ISLAND;OTHER;MISDEMEANOR;40.629396743;-74.116269394
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.637815461;-74.028141591
BROOKLYN;ASSAULT;FELONY;40.664239422;-73.908425011
MANHATTAN;ASSAULT;MISDEMEANOR;40.797349368;-73.937529411
BROOKLYN;ASSAULT;MISDEMEANOR;40.694587261;-73.921758583
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.692785234;-73.855127819
BROOKLYN;THEFT&FRAUD;FELONY;40.619225416;-73.991943569
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.764774473;-73.986157253
BROOKLYN;THEFT&FRAUD;FELONY;40.637444901;-73.948142424
BRONX;ASSAULT;MISDEMEANOR;40.8223923;-73.919888489
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.697400473;-73.951301805
QUEENS;ASSAULT;VIOLATION;40.766729419;-73.912691986
BRONX;THEFT&FRAUD;MISDEMEANOR;40.842850929;-73.904821556
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.710718006;-73.793040543
MANHATTAN;THEFT&FRAUD;FELONY;40.762091746;-73.978829885
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.704834876;-73.94279174
BRONX;ASSAULT;VIOLATION;40.831008898;-73.899992717
MANHATTAN;ASSAULT;MISDEMEANOR;40.811169851;-73.950449107
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.691055444;-73.983453654
QUEENS;THEFT&FRAUD;FELONY;40.709599802;-73.81497446
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.742647218;-73.94985049
QUEENS;ASSAULT;VIOLATION;40.607821351;-73.759195838
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.693792988;-73.95598518
BRONX;ASSAULT;MISDEMEANOR;40.872762531;-73.878350673
BROOKLYN;OTHER;FELONY;40.705184576;-73.966527354
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.800864946;-73.961689842
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.670243811;-73.863017325
BROOKLYN;THEFT&FRAUD;FELONY;40.711147065;-73.941264145
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.65132343;-73.956961001
BROOKLYN;OTHER;FELONY;40.643494775;-73.955567932
BRONX;PUBLIC ORDER;MISDEMEANOR;40.853016226;-73.910301433
BRONX;DRIVING;MISDEMEANOR;40.860389075;-73.888886171
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.719429152;-74.005181823
BROOKLYN;ASSAULT;MISDEMEANOR;40.651407887;-73.937615605
BRONX;THEFT&FRAUD;MISDEMEANOR;40.818768839;-73.850528931
BROOKLYN;ASSAULT;FELONY;40.652727946;-73.948321553
QUEENS;DRIVING;MISDEMEANOR;40.731920028;-73.871229054
QUEENS;THEFT&FRAUD;FELONY;40.712466857;-73.828356186
BRONX;THEFT&FRAUD;MISDEMEANOR;40.823269365;-73.914337657
QUEENS;ASSAULT;MISDEMEANOR;40.748622872;-73.874632622
QUEENS;THEFT&FRAUD;FELONY;40.716409083;-73.80797173
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.755516375;-73.970988622
BROOKLYN;ASSAULT;MISDEMEANOR;40.66006044;-73.917419859
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.658196944;-73.958538808
MANHATTAN;ASSAULT;VIOLATION;40.735211323;-73.991691398
BRONX;THEFT&FRAUD;MISDEMEANOR;40.878808838;-73.87301663
QUEENS;THEFT&FRAUD;FELONY;40.753871745;-73.854403033
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.754613364;-73.985617953
BROOKLYN;HEALTH&DRUGS;FELONY;40.664239188;-73.919097997
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.69779503;-73.964414146
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.680498195;-73.951357412
BROOKLYN;ASSAULT;MISDEMEANOR;40.634376052;-73.883980622
BROOKLYN;ASSAULT;FELONY;40.670153377;-73.894394059
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.76983029;-73.986188694
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.791406327;-73.796545588
QUEENS;HEALTH&DRUGS;FELONY;40.698101115;-73.897930898
MANHATTAN;THEFT&FRAUD;FELONY;40.750326623;-73.991112045
QUEENS;ASSAULT;VIOLATION;40.774106235;-73.931431472
MANHATTAN;ASSAULT;MISDEMEANOR;40.867026764;-73.919914261
BROOKLYN;THEFT&FRAUD;FELONY;40.62749491;-74.013928841
BRONX;THEFT&FRAUD;FELONY;40.834954553;-73.878672765
BRONX;PUBLIC ORDER;MISDEMEANOR;40.839652869;-73.852245656
BRONX;ASSAULT;FELONY;40.842539396;-73.845271095
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.734028249;-73.805016272
BROOKLYN;OTHER;FELONY;40.613854581;-74.034056448
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.623999542;-74.021943331
BROOKLYN;OTHER;FELONY;40.6648658;-73.92024709
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.540437243;-74.147664126
BROOKLYN;WEAPONS;FELONY;40.576400606;-73.986894644
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.715832817;-73.986293671
MANHATTAN;THEFT&FRAUD;FELONY;40.711402273;-73.982597336
QUEENS;ASSAULT;FELONY;40.765494543;-73.811873416
BRONX;ASSAULT;MISDEMEANOR;40.856744685;-73.904884819
BROOKLYN;ASSAULT;VIOLATION;40.655456789;-74.004798427
BROOKLYN;THEFT&FRAUD;FELONY;40.610717129;-73.920985283
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.659728433;-73.939698305
BROOKLYN;THEFT&FRAUD;FELONY;40.669620838;-73.979313439
QUEENS;THEFT&FRAUD;FELONY;40.676647179;-73.77693008
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.637368262;-73.972690188
MANHATTAN;ASSAULT;VIOLATION;40.823722867;-73.953846969
BROOKLYN;ASSAULT;MISDEMEANOR;40.67140715;-73.929482253
BROOKLYN;ASSAULT;VIOLATION;40.701724358;-73.941405889
QUEENS;THEFT&FRAUD;FELONY;40.70505794;-73.768366389
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.756225283;-73.994244301
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.822420993;-73.95170531
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.764543796;-73.927344024
BROOKLYN;DRIVING;MISDEMEANOR;40.621863235;-73.993067147
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.865311166;-73.919681325
BROOKLYN;THEFT&FRAUD;FELONY;40.64812907;-73.91036066
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.527595098;-74.191657765
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.620922072;-73.97529769
BRONX;ASSAULT;MISDEMEANOR;40.886651136;-73.859424999
BROOKLYN;ASSAULT;VIOLATION;40.692494169;-73.90506864
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.671434896;-73.903433146
BROOKLYN;THEFT&FRAUD;FELONY;40.668527916;-73.950627166
QUEENS;ASSAULT;MISDEMEANOR;40.766520659;-73.920035114
BROOKLYN;ASSAULT;VIOLATION;40.651939037;-73.945806672
QUEENS;THEFT&FRAUD;FELONY;40.763637379;-73.739153404
QUEENS;ASSAULT;MISDEMEANOR;40.707240545;-73.802508511
BRONX;PUBLIC ORDER;MISDEMEANOR;40.866522841;-73.894042452
MANHATTAN;ASSAULT;VIOLATION;40.800252085;-73.940437865
MANHATTAN;ASSAULT;FELONY;40.714588858;-73.98205181
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.747161358;-73.985496854
BRONX;ASSAULT;VIOLATION;40.808777943;-73.923130702
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.684069959;-73.870740954
BROOKLYN;ASSAULT;MISDEMEANOR;40.620722038;-73.957632725
BRONX;PUBLIC ORDER;MISDEMEANOR;40.871061132;-73.892487688
QUEENS;DRIVING;MISDEMEANOR;40.679980738;-73.776233907
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.595929206;-73.941019811
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.803080813;-73.938372861
QUEENS;THEFT&FRAUD;FELONY;40.795508124;-73.811766931
MANHATTAN;ASSAULT;VIOLATION;40.8011168;-73.952533452
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.811986508;-73.947576544
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.687231088;-73.851818974
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.639474193;-73.975715999
BROOKLYN;OTHER;FELONY;40.664091273;-73.948168568
BRONX;THEFT&FRAUD;FELONY;40.840960725;-73.879377404
BROOKLYN;ASSAULT;MISDEMEANOR;40.702229028;-73.946277926
QUEENS;ASSAULT;VIOLATION;40.755568898;-73.898799351
BROOKLYN;THEFT&FRAUD;FELONY;40.620145133;-74.004021427
BRONX;PUBLIC ORDER;MISDEMEANOR;40.837252351;-73.871505832
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.806085151;-73.941454899
QUEENS;THEFT&FRAUD;FELONY;40.708376215;-73.81705544
MANHATTAN;ASSAULT;MISDEMEANOR;40.750296727;-73.99670988
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.798928546;-73.934317026
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.726140887;-73.756567498
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.75559561;-73.738105662
BRONX;PUBLIC ORDER;MISDEMEANOR;40.848355648;-73.910213741
QUEENS;PUBLIC ORDER;FELONY;40.753387962;-73.856024687
BROOKLYN;ASSAULT;MISDEMEANOR;40.668635926;-73.931136162
MANHATTAN;THEFT&FRAUD;FELONY;40.756387317;-74.003394385
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.692676208;-73.909575954
QUEENS;THEFT&FRAUD;FELONY;40.686364856;-73.846390684
BROOKLYN;ASSAULT;MISDEMEANOR;40.649790045;-73.935505327
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.595079872;-73.964947788
MANHATTAN;ASSAULT;MISDEMEANOR;40.778805016;-73.982059779
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.700511239;-73.941540394
BRONX;ASSAULT;VIOLATION;40.869529891;-73.889894126
MANHATTAN;ASSAULT;MISDEMEANOR;40.744362437;-74.006598434
BROOKLYN;ASSAULT;MISDEMEANOR;40.6813182;-73.956508991
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.70058547;-73.984828966
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.590900242;-73.801135108
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.790939082;-73.979629663
BROOKLYN;OTHER;FELONY;40.662767503;-73.907529526
MANHATTAN;OTHER;FELONY;40.716344152;-74.001253193
BROOKLYN;ASSAULT;VIOLATION;40.667759407;-73.957577616
STATEN ISLAND;ASSAULT;VIOLATION;40.558379879;-74.197173094
QUEENS;ASSAULT;MISDEMEANOR;40.70012194;-73.814870932
BRONX;PUBLIC ORDER;MISDEMEANOR;40.880093962;-73.873571074
STATEN ISLAND;PUBLIC ORDER;FELONY;40.61452936;-74.066455303
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.645647196;-73.902875887
BROOKLYN;THEFT&FRAUD;FELONY;40.660969895;-73.931367545
QUEENS;DRIVING;MISDEMEANOR;40.697068854;-73.894632717
QUEENS;ASSAULT;VIOLATION;40.707053582;-73.81215737
MANHATTAN;ASSAULT;VIOLATION;40.803237679;-73.944599884
BRONX;ASSAULT;FELONY;40.861418203;-73.907387089
MANHATTAN;ASSAULT;VIOLATION;40.762655487;-73.971115467
BRONX;PUBLIC ORDER;MISDEMEANOR;40.833532294;-73.870638502
MANHATTAN;ASSAULT;VIOLATION;40.754546175;-73.977424615
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.672855054;-73.889418503
STATEN ISLAND;PUBLIC ORDER;MISDEMEANOR;40.625362237;-74.159473443
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.805647682;-73.934393476
MANHATTAN;THEFT&FRAUD;FELONY;40.761246275;-73.966813233
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.74896148;-73.854478728
MANHATTAN;THEFT&FRAUD;FELONY;40.765786905;-73.969814503
BROOKLYN;DRIVING;MISDEMEANOR;40.637624716;-73.945249009
BROOKLYN;ASSAULT;VIOLATION;40.691732872;-73.935295276
BROOKLYN;OTHER;FELONY;40.653057731;-73.928571837
BRONX;ASSAULT;MISDEMEANOR;40.840335944;-73.921995564
BRONX;ASSAULT;MISDEMEANOR;40.839739531;-73.913178032
BROOKLYN;ASSAULT;FELONY;40.608918084;-74.014483201
MANHATTAN;OTHER;FELONY;40.798483162;-73.949147471
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.741936083;-73.993512965
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.549646588;-74.222328562
BROOKLYN;ASSAULT;MISDEMEANOR;40.675146162;-73.918003234
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.610717129;-73.920985283
BRONX;THEFT&FRAUD;FELONY;40.883417828;-73.895570581
BROOKLYN;ASSAULT;VIOLATION;40.667576169;-73.907295763
BRONX;THEFT&FRAUD;MISDEMEANOR;40.836630355;-73.885536048
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.575031251;-73.989882667
MANHATTAN;WEAPONS;MISDEMEANOR;40.79605784;-73.967052307
BRONX;ASSAULT;MISDEMEANOR;40.839592232;-73.926329648
STATEN ISLAND;PUBLIC ORDER;MISDEMEANOR;40.641181225;-74.094061316
BRONX;THEFT&FRAUD;FELONY;40.831935926;-73.851041393
BROOKLYN;ASSAULT;MISDEMEANOR;40.658443523;-73.909791753
BROOKLYN;ASSAULT;FELONY;40.691732872;-73.935295276
BROOKLYN;THEFT&FRAUD;FELONY;40.658845109;-73.880596944
MANHATTAN;THEFT&FRAUD;FELONY;40.740824511;-73.974260858
BRONX;ASSAULT;VIOLATION;40.899352815;-73.856598365
BRONX;ASSAULT;FELONY;40.832266079;-73.900110077
BROOKLYN;ASSAULT;VIOLATION;40.630300216;-73.971792408
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.657739603;-73.868597031
BROOKLYN;ASSAULT;VIOLATION;40.668583957;-73.926979932
MANHATTAN;THEFT&FRAUD;FELONY;40.732241562;-73.992637117
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.70122876;-73.92461076
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.673710733;-73.930658663
MANHATTAN;DRIVING;MISDEMEANOR;40.7894633;-73.947634004
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.652176865;-73.94972028
QUEENS;ASSAULT;VIOLATION;40.775448585;-73.911543235
BROOKLYN;DRIVING;MISDEMEANOR;40.688624258;-73.98916951
BROOKLYN;ASSAULT;MISDEMEANOR;40.642142204;-73.929354633
MANHATTAN;ASSAULT;MISDEMEANOR;40.800880893;-73.940953807
QUEENS;ASSAULT;VIOLATION;40.778618545;-73.842032771
QUEENS;ASSAULT;FELONY;40.610848692;-73.768459166
BRONX;ASSAULT;MISDEMEANOR;40.817399702;-73.811524371
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.786123314;-73.942613564
MANHATTAN;THEFT&FRAUD;FELONY;40.732908785;-73.97490979
BRONX;THEFT&FRAUD;MISDEMEANOR;40.837778868;-73.919450746
MANHATTAN;THEFT&FRAUD;FELONY;40.743581676;-73.981784166
QUEENS;ASSAULT;FELONY;40.749472542;-73.901659827
QUEENS;HEALTH&DRUGS;FELONY;40.70531209;-73.795293512
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.750459473;-73.727164709
MANHATTAN;ASSAULT;MISDEMEANOR;40.718498146;-73.987768571
BROOKLYN;ASSAULT;VIOLATION;40.672230002;-73.973822289
BROOKLYN;THEFT&FRAUD;FELONY;40.631582657;-73.995461969
BRONX;ASSAULT;MISDEMEANOR;40.882660543;-73.878965426
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.721417865;-73.842006006
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.834335329;-73.944548695
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.834348017;-73.908465527
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.663500558;-73.926873758
QUEENS;ASSAULT;FELONY;40.763975034;-73.885953314
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.660979454;-73.884907526
BRONX;ASSAULT;FELONY;40.856653545;-73.843868193
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.748954585;-74.001239371
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.688885081;-73.989937513
BRONX;PUBLIC ORDER;MISDEMEANOR;40.847448522;-73.905071604
BROOKLYN;ASSAULT;VIOLATION;40.653158684;-73.927605879
QUEENS;ASSAULT;VIOLATION;40.699152517;-73.907875765
MANHATTAN;THEFT&FRAUD;FELONY;40.79605784;-73.967052307
QUEENS;DRIVING;MISDEMEANOR;40.697211929;-73.834320625
QUEENS;THEFT&FRAUD;FELONY;40.687122351;-73.777489989
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.819346829;-73.945377704
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.787751343;-73.83687596
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.812267657;-73.957084521
MANHATTAN;THEFT&FRAUD;FELONY;40.769779387;-73.950667635
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.798963998;-73.95031372
BROOKLYN;OTHER;FELONY;40.687063215;-73.975900591
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.648339568;-73.899376415
QUEENS;DRIVING;MISDEMEANOR;40.705896788;-73.749514415
BROOKLYN;ASSAULT;VIOLATION;40.645918695;-74.004102259
STATEN ISLAND;ASSAULT;VIOLATION;40.645378343;-74.090211487
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.685740101;-73.776650869
BRONX;OTHER;FELONY;40.813897919;-73.899534336
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.735211323;-73.991691398
BRONX;ASSAULT;MISDEMEANOR;40.827697536;-73.876102433
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.72459502;-73.899564334
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.678806596;-73.920349394
MANHATTAN;THEFT&FRAUD;FELONY;40.735138053;-73.977460057
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.852045557;-73.931745131
BRONX;ASSAULT;VIOLATION;40.867263716;-73.896857767
QUEENS;OTHER;FELONY;40.681637141;-73.820874874
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.851213168;-73.935216052
BROOKLYN;ASSAULT;VIOLATION;40.668883767;-73.932505719
BRONX;THEFT&FRAUD;MISDEMEANOR;40.840415684;-73.91083162
BRONX;THEFT&FRAUD;FELONY;40.838226907;-73.842838093
BRONX;ASSAULT;MISDEMEANOR;40.869588539;-73.900050398
QUEENS;WEAPONS;FELONY;40.593080504;-73.792324933
MANHATTAN;THEFT&FRAUD;FELONY;40.704173446;-74.009977519
MANHATTAN;OTHER;FELONY;40.716344152;-74.001253193
BROOKLYN;OTHER;FELONY;40.596096525;-73.981284269
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.607617624;-73.756300986
QUEENS;THEFT&FRAUD;FELONY;40.75304082;-73.905054546
BROOKLYN;ASSAULT;VIOLATION;40.597082814;-73.98807888
BRONX;THEFT&FRAUD;MISDEMEANOR;40.831241989;-73.872012498
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.745930693;-73.891253258
MANHATTAN;THEFT&FRAUD;FELONY;40.727888614;-74.000134942
QUEENS;ASSAULT;FELONY;40.703121245;-73.806091278
BRONX;THEFT&FRAUD;MISDEMEANOR;40.836016182;-73.8611293
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.7587596;-73.97868295
STATEN ISLAND;ASSAULT;VIOLATION;40.596978472;-74.072094833
BROOKLYN;THEFT&FRAUD;FELONY;40.659006507;-73.925555929
QUEENS;THEFT&FRAUD;FELONY;40.739578241;-73.792499823
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.831301414;-73.948291269
MANHATTAN;OTHER;FELONY;40.855896856;-73.928017825
BRONX;ASSAULT;MISDEMEANOR;40.819809509;-73.898914824
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.753158581;-73.911623363
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.632398051;-74.097179771
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.713294397;-73.991261269
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.746067737;-73.977882216
MANHATTAN;THEFT&FRAUD;FELONY;40.779824676;-73.956343555
QUEENS;ASSAULT;VIOLATION;40.760657479;-73.770533812
BROOKLYN;ASSAULT;VIOLATION;40.672607751;-73.911286685
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.835647821;-73.885610014
BRONX;THEFT&FRAUD;MISDEMEANOR;40.836630355;-73.885536048
MANHATTAN;ASSAULT;FELONY;40.815257326;-73.945652012
QUEENS;THEFT&FRAUD;FELONY;40.758031172;-73.809959748
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.576124128;-73.99982505
STATEN ISLAND;ASSAULT;VIOLATION;40.608883423;-74.083157189
BROOKLYN;PUBLIC ORDER;FELONY;40.608215191;-73.947221537
BRONX;PUBLIC ORDER;MISDEMEANOR;40.889845868;-73.861624465
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.695499696;-73.98713449
MANHATTAN;THEFT&FRAUD;FELONY;40.753971255;-73.986978825
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.691977177;-73.980218827
MANHATTAN;THEFT&FRAUD;FELONY;40.72445459;-73.991227336
BROOKLYN;ASSAULT;MISDEMEANOR;40.651236731;-73.940960108
MANHATTAN;THEFT&FRAUD;FELONY;40.756613682;-73.968728585
BROOKLYN;ASSAULT;FELONY;40.659453238;-73.938346956
BROOKLYN;ASSAULT;VIOLATION;40.705347323;-73.941157446
BRONX;THEFT&FRAUD;FELONY;40.816087661;-73.895824354
BRONX;THEFT&FRAUD;FELONY;40.844753298;-73.846516495
BROOKLYN;ASSAULT;MISDEMEANOR;40.657351503;-73.958402376
BRONX;THEFT&FRAUD;FELONY;40.829007732;-73.853512321
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.704936662;-74.0077595
BRONX;OTHER;FELONY;40.851293043;-73.852133047
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.581540471;-73.967334531
MANHATTAN;THEFT&FRAUD;FELONY;40.736838873;-73.990543709
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.681340936;-73.872559783
QUEENS;DRIVING;MISDEMEANOR;40.679980738;-73.776233907
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.680820377;-73.792192313
BRONX;THEFT&FRAUD;MISDEMEANOR;40.847950566;-73.908168494
QUEENS;THEFT&FRAUD;FELONY;40.674227739;-73.857273487
BROOKLYN;ASSAULT;FELONY;40.643582793;-73.943482056
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.654346783;-73.947033675
BROOKLYN;THEFT&FRAUD;FELONY;40.700318289;-73.945468011
QUEENS;ASSAULT;VIOLATION;40.702426418;-73.812476968
BROOKLYN;ASSAULT;VIOLATION;40.644589618;-73.892672426
MANHATTAN;ASSAULT;MISDEMEANOR;40.822420993;-73.95170531
MANHATTAN;ASSAULT;VIOLATION;40.717801138;-74.010610857
MANHATTAN;ASSAULT;MISDEMEANOR;40.813592964;-73.94934907
BROOKLYN;ASSAULT;MISDEMEANOR;40.699529283;-73.989809683
MANHATTAN;THEFT&FRAUD;FELONY;40.776070692;-73.95152229
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.85546279;-73.931875375
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.795363412;-73.939839098
QUEENS;ASSAULT;MISDEMEANOR;40.668596498;-73.791440953
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.635501907;-74.009560113
QUEENS;OTHER;FELONY;40.726290343;-73.73476086
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.740824511;-73.974260858
BRONX;THEFT&FRAUD;FELONY;40.840758173;-73.843309173
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.840783858;-73.936252607
BROOKLYN;ASSAULT;VIOLATION;40.647290555;-73.954905945
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.711568742;-73.944755427
MANHATTAN;THEFT&FRAUD;FELONY;40.763245332;-73.960881208
BROOKLYN;ASSAULT;VIOLATION;40.599763087;-73.958470662
BROOKLYN;ASSAULT;MISDEMEANOR;40.639730546;-73.95274193
BRONX;HEALTH&DRUGS;FELONY;40.880398548;-73.863853651
BRONX;THEFT&FRAUD;FELONY;40.885031456;-73.856936659
BRONX;ASSAULT;VIOLATION;40.828078574;-73.817828418
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.745312111;-73.890186031
BRONX;ASSAULT;FELONY;40.838861771;-73.910306061
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.710561454;-73.966135096
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.670167427;-73.930993992
BRONX;THEFT&FRAUD;MISDEMEANOR;40.823429247;-73.878444472
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.72168664;-73.835966193
BRONX;ASSAULT;VIOLATION;40.838424184;-73.866530759
QUEENS;ASSAULT;MISDEMEANOR;40.764115708;-73.919236598
BROOKLYN;ASSAULT;VIOLATION;40.660875117;-73.938500628
BRONX;ASSAULT;VIOLATION;40.821406501;-73.919250169
MANHATTAN;ASSAULT;FELONY;40.857422101;-73.931190135
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.866062945;-73.919297178
BROOKLYN;ASSAULT;VIOLATION;40.670946067;-73.921090573
BROOKLYN;THEFT&FRAUD;FELONY;40.668280465;-73.902626646
BROOKLYN;ASSAULT;FELONY;40.590433977;-73.981123832
