Boro;Offense;Law Cat;Latitude;Longitude
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.62986338;-73.970153381
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.825144983;-73.889649604
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.718356068;-73.999691206
BROOKLYN;ASSAULT;MISDEMEANOR;40.685814415;-73.944401771
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.814892347;-73.921880878
BRONX;ASSAULT;VIOLATION;40.886441258;-73.856156063
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.760380779;-73.762661934
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.703478303;-73.889227048
BROOKLYN;DRIVING;MISDEMEANOR;40.611364659;-73.943930727
BROOKLYN;ASSAULT;FELONY;40.677166683;-73.904261257
BROOKLYN;PUBLIC ORDER;FELONY;40.649215006;-73.963668863
BRONX;ASSAULT;MISDEMEANOR;40.814860801;-73.919908393
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.695864034;-73.981822445
MANHATTAN;PUBLIC ORDER;FELONY;40.75992387;-73.968824493
QUEENS;THEFT&FRAUD;FELONY;40.748695941;-73.884124397
STATEN ISLAND;PUBLIC ORDER;MISDEMEANOR;40.634247464;-74.120936399
MANHATTAN;DRIVING;MISDEMEANOR;40.785305617;-73.955570803
BROOKLYN;THEFT&FRAUD;FELONY;40.638634137;-73.928983621
MANHATTAN;THEFT&FRAUD;FELONY;40.754825921;-73.965470118
BROOKLYN;ASSAULT;FELONY;40.671434896;-73.903433146
BRONX;ASSAULT;MISDEMEANOR;40.830722328;-73.827126059
BRONX;PUBLIC ORDER;MISDEMEANOR;40.825646933;-73.911552383
MANHATTAN;ASSAULT;VIOLATION;40.70587724;-74.016181419
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.757578112;-73.989544524
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.76187469;-73.966358084
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.673772142;-73.92360715
BRONX;THEFT&FRAUD;MISDEMEANOR;40.868467378;-73.821582846
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.708858707;-73.859637628
MANHATTAN;THEFT&FRAUD;FELONY;40.757240531;-73.989793637
BRONX;HEALTH&DRUGS;FELONY;40.836806313;-73.918132861
BROOKLYN;THEFT&FRAUD;FELONY;40.649788792;-73.949466214
MANHATTAN;THEFT&FRAUD;FELONY;40.75510104;-73.97971281
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.602070698;-74.002691509
QUEENS;THEFT&FRAUD;FELONY;40.676647179;-73.77693008
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.708164619;-73.833150015
BRONX;THEFT&FRAUD;MISDEMEANOR;40.876866578;-73.905506923
BROOKLYN;HEALTH&DRUGS;FELONY;40.667789106;-73.905871605
BRONX;THEFT&FRAUD;FELONY;40.849380986;-73.89575414
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.773686851;-73.95480953
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.782328654;-73.951431072
BRONX;ASSAULT;MISDEMEANOR;40.831071471;-73.912838827
BRONX;THEFT&FRAUD;MISDEMEANOR;40.823506529;-73.864078446
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.798630644;-73.936592753
BRONX;ASSAULT;VIOLATION;40.822302984;-73.856171859
BROOKLYN;PUBLIC ORDER;FELONY;40.623105342;-74.031211751
QUEENS;ASSAULT;VIOLATION;40.749892891;-73.89287813
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.802371164;-73.952590349
QUEENS;ASSAULT;MISDEMEANOR;40.743164671;-73.918702632
BRONX;THEFT&FRAUD;MISDEMEANOR;40.821535676;-73.927787627
MANHATTAN;THEFT&FRAUD;FELONY;40.737203099;-73.983272598
BROOKLYN;ASSAULT;MISDEMEANOR;40.689938022;-73.981477894
BROOKLYN;ASSAULT;MISDEMEANOR;40.66456888;-73.886919876
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.745543968;-73.903921202
STATEN ISLAND;ASSAULT;VIOLATION;40.623226819;-74.149226973
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.719971668;-73.844235287
BROOKLYN;PUBLIC ORDER;FELONY;40.625743894;-74.012537933
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.808557679;-73.952358366
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.695827884;-73.863029674
QUEENS;THEFT&FRAUD;FELONY;40.675014108;-73.76862936
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.734345608;-73.981934631
BRONX;ASSAULT;MISDEMEANOR;40.861872559;-73.912809305
MANHATTAN;ASSAULT;MISDEMEANOR;40.720663793;-73.988063995
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.719711494;-73.9894242
MANHATTAN;THEFT&FRAUD;FELONY;40.762553366;-73.968938778
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.689061354;-73.964999351
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.801755583;-73.934260057
BRONX;WEAPONS;MISDEMEANOR;40.862359148;-73.894059931
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.768077019;-73.993037491
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.751600255;-73.992046671
MANHATTAN;THEFT&FRAUD;FELONY;40.84843619;-73.931611484
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.68698851;-73.866678825
MANHATTAN;THEFT&FRAUD;FELONY;40.757088691;-73.982484333
BRONX;ASSAULT;VIOLATION;40.854071255;-73.904776582
BROOKLYN;OTHER;FELONY;40.643005517;-73.9116035
BROOKLYN;THEFT&FRAUD;FELONY;40.677634448;-73.933073703
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.754164551;-73.944651523
BRONX;ASSAULT;MISDEMEANOR;40.836600872;-73.889070454
BRONX;HEALTH&DRUGS;FELONY;40.835494793;-73.907820691
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.827136722;-73.926328985
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.744460157;-73.88081522
QUEENS;THEFT&FRAUD;FELONY;40.74347577;-73.873999939
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.688234915;-73.995335519
BRONX;THEFT&FRAUD;FELONY;40.873671035;-73.908013649
BRONX;PUBLIC ORDER;MISDEMEANOR;40.845880666;-73.886177945
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.813474015;-73.947286365
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.59739321;-73.973181857
BROOKLYN;OTHER;VIOLATION;40.679242336;-73.942186366
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.76111549;-73.984280936
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.641995178;-74.017236111
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.737153473;-73.796473087
QUEENS;WEAPONS;MISDEMEANOR;40.597698782;-73.749063286
BRONX;PUBLIC ORDER;MISDEMEANOR;40.862542442;-73.909475149
MANHATTAN;THEFT&FRAUD;FELONY;40.787757377;-73.944547763
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.691055444;-73.983453654
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.653315229;-73.908476044
QUEENS;ASSAULT;FELONY;40.753580699;-73.863279081
BRONX;PUBLIC ORDER;FELONY;40.888144517;-73.899031535
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.700931605;-73.911995542
BRONX;PUBLIC ORDER;MISDEMEANOR;40.905162245;-73.851416294
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.682530554;-73.886763226
BROOKLYN;ASSAULT;MISDEMEANOR;40.709377456;-73.948598655
STATEN ISLAND;ASSAULT;VIOLATION;40.635692049;-74.134994245
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.756916248;-73.98596397
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.757379417;-73.834019371
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.595248498;-73.931154231
QUEENS;PUBLIC ORDER;FELONY;40.735783278;-73.810625803
BRONX;THEFT&FRAUD;FELONY;40.866449531;-73.861156134
MANHATTAN;THEFT&FRAUD;FELONY;40.808142838;-73.945300203
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.650928834;-73.930293129
BROOKLYN;ASSAULT;VIOLATION;40.649849893;-73.934553881
QUEENS;OTHER;FELONY;40.761011347;-73.819820341
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.802762505;-73.933572779
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.736553038;-73.814755278
BROOKLYN;ASSAULT;VIOLATION;40.578317855;-73.951230231
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.730221545;-74.005081637
MANHATTAN;THEFT&FRAUD;FELONY;40.777553114;-73.945942752
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.700992669;-73.943736335
BROOKLYN;ASSAULT;MISDEMEANOR;40.690505869;-73.959005521
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.659535068;-73.735004659
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.587541822;-73.954723064
MANHATTAN;THEFT&FRAUD;FELONY;40.742929499;-73.990795459
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.760601688;-73.968333252
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.68336304;-73.974867134
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.667359783;-73.89809329
MANHATTAN;ASSAULT;VIOLATION;40.786572922;-73.970263696
MANHATTAN;THEFT&FRAUD;FELONY;40.857285546;-73.932339841
BRONX;ASSAULT;MISDEMEANOR;40.846021197;-73.908369947
QUEENS;THEFT&FRAUD;FELONY;40.768965176;-73.826683463
MANHATTAN;ASSAULT;FELONY;40.833496725;-73.941578941
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.664673007;-73.923314788
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.782076545;-73.980834803
MANHATTAN;ASSAULT;MISDEMEANOR;40.829884885;-73.936761711
BRONX;PUBLIC ORDER;MISDEMEANOR;40.841183585;-73.879893816
MANHATTAN;THEFT&FRAUD;FELONY;40.759926328;-73.96778129
MANHATTAN;ASSAULT;VIOLATION;40.743551318;-73.980759272
BRONX;ASSAULT;VIOLATION;40.862346105;-73.870513766
BROOKLYN;OTHER;FELONY;40.649767642;-73.897161565
QUEENS;ASSAULT;FELONY;40.68795924;-73.825011783
MANHATTAN;THEFT&FRAUD;FELONY;40.710656638;-74.009271512
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.796351723;-73.935161089
STATEN ISLAND;THEFT&FRAUD;FELONY;40.541221693;-74.148104802
QUEENS;ASSAULT;VIOLATION;40.784151926;-73.914893524
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.700318289;-73.945468011
QUEENS;ASSAULT;VIOLATION;40.713991583;-73.855334233
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.655601206;-73.947158822
QUEENS;PUBLIC ORDER;FELONY;40.580623593;-73.837759851
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.778016975;-73.980211324
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.572733907;-73.990566936
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.70224799;-73.959012728
BRONX;ASSAULT;FELONY;40.853425906;-73.865788546
BRONX;ASSAULT;FELONY;40.846167721;-73.835229127
QUEENS;DRIVING;MISDEMEANOR;40.742951999;-73.91684437
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.576325477;-73.967801451
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.75127532;-73.982500299
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.684844626;-73.962589395
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.733006239;-73.982396849
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.804070078;-73.952419371
BRONX;PUBLIC ORDER;MISDEMEANOR;40.848899055;-73.867445904
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.751600255;-73.992046671
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.703368639;-73.984644394
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.747095184;-73.889125654
QUEENS;OTHER;FELONY;40.757862893;-73.84211448
BROOKLYN;WEAPONS;FELONY;40.656952422;-73.887239136
BRONX;PUBLIC ORDER;MISDEMEANOR;40.840887688;-73.849886523
BROOKLYN;HEALTH&DRUGS;FELONY;40.719261783;-73.938313278
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.711347026;-73.85645095
BRONX;ASSAULT;MISDEMEANOR;40.815795526;-73.885864513
BROOKLYN;ASSAULT;FELONY;40.653630717;-73.961680683
BRONX;ASSAULT;MISDEMEANOR;40.833676285;-73.928963358
MANHATTAN;THEFT&FRAUD;FELONY;40.717742701;-73.982790481
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.746736501;-73.864303643
QUEENS;ASSAULT;VIOLATION;40.738838819;-73.926700862
BRONX;PUBLIC ORDER;MISDEMEANOR;40.86138571;-73.821366856
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.735981979;-73.954084552
MANHATTAN;THEFT&FRAUD;FELONY;40.75179748;-73.987567559
BRONX;ASSAULT;MISDEMEANOR;40.880099852;-73.859666673
BROOKLYN;ASSAULT;FELONY;40.670056817;-73.921174536
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.675204502;-73.941652704
MANHATTAN;THEFT&FRAUD;FELONY;40.814113161;-73.940855365
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.704307612;-74.013230769
BRONX;ASSAULT;VIOLATION;40.82506399;-73.877397261
BRONX;OTHER;FELONY;40.791151867;-73.884371919
QUEENS;THEFT&FRAUD;FELONY;40.592671838;-73.809951461
BRONX;THEFT&FRAUD;MISDEMEANOR;40.823892169;-73.914004444
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.778194947;-73.966465382
BRONX;ASSAULT;MISDEMEANOR;40.830996257;-73.911386275
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.710093847;-74.01060963
BRONX;THEFT&FRAUD;FELONY;40.829376177;-73.875058628
BROOKLYN;WEAPONS;FELONY;40.694602482;-73.973121123
QUEENS;ASSAULT;MISDEMEANOR;40.747470591;-73.882946377
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.669874185;-73.881121529
MANHATTAN;ASSAULT;FELONY;40.744793357;-73.993292546
BROOKLYN;ASSAULT;VIOLATION;40.650467172;-73.957267875
BROOKLYN;ASSAULT;FELONY;40.609260673;-73.96904251
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.654027167;-73.97632698
STATEN ISLAND;HEALTH&DRUGS;FELONY;40.606469506;-74.140780235
BROOKLYN;THEFT&FRAUD;FELONY;40.671089281;-73.940095387
QUEENS;ASSAULT;MISDEMEANOR;40.743816221;-73.924259429
QUEENS;ASSAULT;VIOLATION;40.681733614;-73.799490553
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.676217578;-73.923366407
BROOKLYN;ASSAULT;MISDEMEANOR;40.688006988;-73.928574064
STATEN ISLAND;WEAPONS;MISDEMEANOR;40.596978472;-74.072094833
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.758227277;-73.856281338
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.75699059;-73.796903374
MANHATTAN;ASSAULT;MISDEMEANOR;40.799086317;-73.947619211
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.763559272;-73.994933158
BROOKLYN;ASSAULT;MISDEMEANOR;40.665182541;-73.930382767
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.71452952;-73.990990564
BROOKLYN;THEFT&FRAUD;FELONY;40.688663587;-73.939170927
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.679170549;-73.92696113
BRONX;ASSAULT;FELONY;40.827285732;-73.904908861
BROOKLYN;THEFT&FRAUD;FELONY;40.698317848;-73.981760468
BRONX;ASSAULT;MISDEMEANOR;40.838071672;-73.918199969
QUEENS;PUBLIC ORDER;FELONY;40.760946203;-73.827469599
BRONX;THEFT&FRAUD;MISDEMEANOR;40.84617714;-73.918681558
QUEENS;WEAPONS;MISDEMEANOR;40.753383316;-73.931254289
BRONX;THEFT&FRAUD;MISDEMEANOR;40.827366921;-73.906859958
MANHATTAN;THEFT&FRAUD;FELONY;40.74366708;-73.983913345
QUEENS;THEFT&FRAUD;FELONY;40.704115107;-73.798254669
QUEENS;DRIVING;MISDEMEANOR;40.755178439;-73.889090543
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.752533054;-73.987401394
BRONX;PUBLIC ORDER;FELONY;40.846883343;-73.908759117
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.868158954;-73.90051534
STATEN ISLAND;PUBLIC ORDER;MISDEMEANOR;40.63702273;-74.150886405
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.781662782;-73.834439086
QUEENS;THEFT&FRAUD;FELONY;40.692979504;-73.780239915
BRONX;THEFT&FRAUD;MISDEMEANOR;40.881800739;-73.880916186
BRONX;ASSAULT;VIOLATION;40.857082062;-73.901352508
BRONX;THEFT&FRAUD;FELONY;40.885618814;-73.866081591
QUEENS;ASSAULT;VIOLATION;40.70909089;-73.797976303
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.651698159;-73.868446756
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.750430768;-73.989282176
BRONX;THEFT&FRAUD;FELONY;40.853085791;-73.889274306
BRONX;PUBLIC ORDER;MISDEMEANOR;40.811588415;-73.918940567
BRONX;PUBLIC ORDER;MISDEMEANOR;40.842152555;-73.885374752
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.809596838;-73.949785598
MANHATTAN;ASSAULT;VIOLATION;40.830230703;-73.947685031
QUEENS;ASSAULT;VIOLATION;40.755860921;-73.882581514
QUEENS;THEFT&FRAUD;FELONY;40.734350766;-73.717058785
BROOKLYN;DRIVING;MISDEMEANOR;40.684888145;-73.923104049
STATEN ISLAND;ASSAULT;MISDEMEANOR;40.579137357;-74.168848892
BROOKLYN;ASSAULT;VIOLATION;40.646724532;-73.953407241
BRONX;ASSAULT;FELONY;40.837264113;-73.858123546
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.693341966;-73.947352491
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.650031773;-73.946579425
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.71264297;-73.811113583
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.803268824;-73.946618994
BRONX;ASSAULT;MISDEMEANOR;40.813241616;-73.909076182
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.739317298;-73.859613157
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.738159133;-73.99096211
BROOKLYN;THEFT&FRAUD;FELONY;40.67039304;-73.985297253
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.838833453;-73.943605311
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.817907658;-73.938088167
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.63068216;-73.973557573
BROOKLYN;ASSAULT;MISDEMEANOR;40.606823181;-73.959809599
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.713099812;-73.909310176
MANHATTAN;ASSAULT;VIOLATION;40.756225283;-73.994244301
BROOKLYN;THEFT&FRAUD;FELONY;40.619829225;-73.991323931
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.677605279;-73.82821878
BROOKLYN;ASSAULT;FELONY;40.577587416;-73.976336071
QUEENS;PUBLIC ORDER;FELONY;40.699599425;-73.762052439
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.674085974;-73.938946289
MANHATTAN;ASSAULT;MISDEMEANOR;40.736375343;-73.974605377
QUEENS;ASSAULT;VIOLATION;40.668794558;-73.793203068
QUEENS;THEFT&FRAUD;FELONY;40.763847969;-73.869665603
BROOKLYN;THEFT&FRAUD;FELONY;40.642034102;-74.013524702
BROOKLYN;ASSAULT;MISDEMEANOR;40.64109241;-73.927291071
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.604421529;-73.753193923
QUEENS;THEFT&FRAUD;FELONY;40.749046211;-73.903851187
MANHATTAN;THEFT&FRAUD;FELONY;40.755382106;-73.987447778
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.648648047;-73.967730515
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.728615975;-74.000059175
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.684461543;-73.97775121
BRONX;ASSAULT;MISDEMEANOR;40.827888685;-73.875191502
QUEENS;THEFT&FRAUD;FELONY;40.694283807;-73.901853017
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.75619167;-73.986256492
QUEENS;OTHER;FELONY;40.751942137;-73.883288619
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.682146588;-73.873859827
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.738985576;-73.995663956
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.52182956;-74.209733388
BROOKLYN;ASSAULT;MISDEMEANOR;40.576281819;-73.981383414
BROOKLYN;ASSAULT;FELONY;40.690106415;-73.988970943
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.78245186;-73.965878269
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.611585386;-73.959763513
MANHATTAN;ASSAULT;MISDEMEANOR;40.720450333;-73.97491448
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.658097361;-73.998603019
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.683263065;-73.983635864
BROOKLYN;THEFT&FRAUD;FELONY;40.621561041;-73.989547814
BRONX;PUBLIC ORDER;MISDEMEANOR;40.844351811;-73.914744223
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.68635405;-73.923398026
BRONX;PUBLIC ORDER;MISDEMEANOR;40.819221143;-73.907539748
BRONX;WEAPONS;FELONY;40.810954674;-73.919353161
BRONX;THEFT&FRAUD;MISDEMEANOR;40.839105179;-73.924414769
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.779096729;-73.919561448
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.718594784;-74.004261856
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.68953745;-73.982527317
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.813904378;-73.845745895
BRONX;ASSAULT;MISDEMEANOR;40.822651084;-73.853609415
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.580532964;-73.966759023
BRONX;THEFT&FRAUD;MISDEMEANOR;40.868467378;-73.821582846
BROOKLYN;ASSAULT;VIOLATION;40.67610202;-73.88930857
BROOKLYN;ASSAULT;VIOLATION;40.694013532;-73.978739709
BROOKLYN;THEFT&FRAUD;FELONY;40.696184932;-73.980358222
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.700084027;-73.9286585
BROOKLYN;HEALTH&DRUGS;FELONY;40.683263065;-73.983635864
QUEENS;DRIVING;MISDEMEANOR;40.691804193;-73.843752975
BROOKLYN;ASSAULT;VIOLATION;40.600474854;-73.94153075
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.696243235;-73.941756906
BRONX;THEFT&FRAUD;FELONY;40.863888681;-73.837965423
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.72046384;-74.006852204
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.777194771;-73.955179044
BRONX;ASSAULT;FELONY;40.827313476;-73.878874593
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.719135115;-74.010347722
BRONX;THEFT&FRAUD;MISDEMEANOR;40.836338926;-73.920941394
BRONX;ASSAULT;MISDEMEANOR;40.821494645;-73.912168506
BRONX;THEFT&FRAUD;MISDEMEANOR;40.838187822;-73.923468958
BRONX;THEFT&FRAUD;MISDEMEANOR;40.820696251;-73.909040704
BRONX;ASSAULT;MISDEMEANOR;40.86894764;-73.89539083
BRONX;ASSAULT;VIOLATION;40.849889158;-73.916482969
MANHATTAN;THEFT&FRAUD;FELONY;40.731231325;-74.009635189
BRONX;ASSAULT;MISDEMEANOR;40.859383902;-73.897104968
MANHATTAN;ASSAULT;MISDEMEANOR;40.747554565;-73.993137079
BRONX;ASSAULT;MISDEMEANOR;40.81005831;-73.925144953
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.660969895;-73.931367545
QUEENS;PUBLIC ORDER;FELONY;40.755344758;-73.843246598
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.638329468;-73.975024616
MANHATTAN;HEALTH&DRUGS;FELONY;40.854329777;-73.928254484
BRONX;ASSAULT;MISDEMEANOR;40.837001024;-73.903706009
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.669193922;-73.905249599
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.679947248;-73.9412087
BRONX;ASSAULT;VIOLATION;40.848011064;-73.892423737
BRONX;ASSAULT;VIOLATION;40.841326234;-73.851537186
BROOKLYN;ASSAULT;FELONY;40.652778939;-73.930493015
BRONX;THEFT&FRAUD;FELONY;40.857744098;-73.915927239
BROOKLYN;DRIVING;MISDEMEANOR;40.627492663;-74.00892492
BRONX;PUBLIC ORDER;MISDEMEANOR;40.805641618;-73.879325817
MANHATTAN;ASSAULT;VIOLATION;40.720891684;-73.988817939
BROOKLYN;ASSAULT;MISDEMEANOR;40.577207916;-73.990289118
BROOKLYN;ASSAULT;MISDEMEANOR;40.600545892;-73.940893297
MANHATTAN;THEFT&FRAUD;FELONY;40.760682541;-73.990998762
MANHATTAN;ASSAULT;VIOLATION;40.779660972;-73.95191325
QUEENS;ASSAULT;VIOLATION;40.706947468;-73.90764137
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.834825825;-73.915977882
BROOKLYN;ASSAULT;MISDEMEANOR;40.675524756;-73.958610954
BRONX;ASSAULT;VIOLATION;40.828493932;-73.90554671
QUEENS;THEFT&FRAUD;FELONY;40.749021316;-73.891287913
MANHATTAN;THEFT&FRAUD;FELONY;40.766189127;-73.957186411
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.808732662;-73.944689232
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.641199094;-73.897920648
MANHATTAN;PUBLIC ORDER;FELONY;40.714060101;-73.990200647
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.740880579;-73.980197092
BRONX;PUBLIC ORDER;MISDEMEANOR;40.828551394;-73.84870747
BROOKLYN;ASSAULT;FELONY;40.636251587;-74.003190103
BRONX;ASSAULT;MISDEMEANOR;40.847483502;-73.88335593
BRONX;ASSAULT;MISDEMEANOR;40.837523663;-73.85495359
BROOKLYN;PUBLIC ORDER;FELONY;40.688542277;-73.943494432
MANHATTAN;THEFT&FRAUD;FELONY;40.763044865;-73.983017028
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.695712991;-73.946366119
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.829884885;-73.936761711
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.802539534;-73.954938035
QUEENS;PUBLIC ORDER;FELONY;40.766634007;-73.89091621
BROOKLYN;THEFT&FRAUD;FELONY;40.641432408;-74.017819698
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.665636874;-73.884434498
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.806617895;-73.936765755
MANHATTAN;ASSAULT;VIOLATION;40.761233678;-73.985537109
BRONX;THEFT&FRAUD;FELONY;40.812161567;-73.926385298
QUEENS;ASSAULT;VIOLATION;40.677605279;-73.82821878
BROOKLYN;ASSAULT;FELONY;40.677756138;-73.951290912
